"","age","job","marital","education","default","balance","housing","loan","duration","deposit"
"7887",41,"technician","single","secondary","no",568,"yes","no",72,"no"
"7888",40,"management","married","primary","no",472,"yes","no",85,"no"
"7889",36,"blue-collar","married","secondary","no",0,"yes","no",54,"no"
"7890",42,"technician","single","secondary","no",1037,"yes","no",231,"no"
"7891",37,"blue-collar","married","primary","no",157,"yes","no",833,"no"
"7892",42,"blue-collar","married","secondary","no",1958,"yes","no",124,"no"
"7893",40,"blue-collar","married","primary","no",3693,"yes","no",57,"no"
"7894",42,"technician","divorced","secondary","no",0,"yes","no",115,"no"
"7895",32,"blue-collar","married","secondary","no",501,"yes","yes",43,"no"
"7896",23,"blue-collar","single","secondary","no",5145,"yes","no",229,"no"
"7897",31,"technician","single","secondary","no",1771,"yes","no",81,"no"
"7898",43,"services","married","secondary","no",192,"yes","yes",273,"no"
"7899",31,"blue-collar","married","primary","no",292,"yes","yes",30,"no"
"7900",29,"services","single","secondary","no",193,"yes","no",288,"no"
"7901",51,"blue-collar","divorced","secondary","no",1069,"yes","no",247,"no"
"7902",25,"blue-collar","single","primary","no",155,"yes","no",85,"no"
"7903",39,"services","single","secondary","no",-189,"yes","no",76,"no"
"7904",52,"blue-collar","single","unknown","no",905,"yes","no",170,"no"
"7905",38,"technician","single","secondary","no",-143,"yes","no",428,"no"
"7906",37,"self-employed","married","secondary","no",2260,"yes","no",370,"no"
"7907",40,"management","married","tertiary","no",211,"yes","no",137,"no"
"7908",46,"blue-collar","single","secondary","no",324,"yes","no",293,"no"
"7909",38,"unemployed","divorced","secondary","no",0,"yes","no",281,"no"
"7910",56,"admin.","married","secondary","no",346,"yes","yes",46,"no"
"7911",55,"admin.","married","secondary","no",139,"yes","no",26,"no"
"7912",40,"blue-collar","married","primary","no",303,"no","no",104,"no"
"7913",51,"management","single","tertiary","no",0,"yes","no",164,"no"
"7914",33,"management","divorced","tertiary","no",-1027,"yes","no",205,"no"
"7915",45,"technician","single","secondary","no",410,"yes","no",891,"yes"
"7916",55,"technician","divorced","tertiary","no",264,"yes","no",34,"no"
"7917",31,"unemployed","divorced","primary","no",0,"yes","no",745,"yes"
"7918",42,"blue-collar","married","secondary","no",1307,"yes","no",135,"no"
"7919",39,"blue-collar","married","unknown","no",157,"yes","no",99,"no"
"7920",35,"blue-collar","married","primary","no",3587,"yes","no",148,"no"
"7921",32,"self-employed","married","secondary","no",1942,"yes","no",84,"no"
"7922",27,"blue-collar","single","secondary","no",5563,"yes","no",435,"no"
"7923",29,"management","single","tertiary","no",0,"yes","no",539,"yes"
"7924",31,"blue-collar","married","secondary","no",1533,"yes","no",29,"no"
"7925",36,"blue-collar","married","secondary","no",71,"yes","no",510,"no"
"7926",22,"blue-collar","single","secondary","no",-189,"yes","no",59,"no"
"7927",53,"entrepreneur","single","secondary","no",62,"yes","no",1044,"yes"
"7928",37,"admin.","married","secondary","no",-47,"yes","no",122,"no"
"7929",52,"technician","divorced","secondary","no",137,"yes","no",84,"no"
"7930",52,"management","divorced","tertiary","no",12,"yes","no",33,"no"
"7931",49,"services","married","secondary","no",486,"yes","yes",43,"no"
"7932",35,"technician","single","secondary","no",1609,"yes","no",288,"no"
"7933",27,"blue-collar","single","primary","no",-79,"yes","no",385,"no"
"7934",48,"management","married","tertiary","no",7867,"yes","yes",306,"no"
"7935",39,"blue-collar","married","secondary","no",123,"yes","no",81,"no"
"7936",32,"admin.","married","secondary","no",-540,"yes","yes",53,"no"
"7937",51,"blue-collar","married","primary","no",610,"yes","yes",436,"no"
"7938",47,"blue-collar","married","primary","no",1092,"no","yes",41,"no"
"7939",59,"management","single","tertiary","no",266,"yes","no",147,"no"
"7940",41,"blue-collar","married","primary","no",0,"yes","no",232,"no"
"7941",50,"blue-collar","married","secondary","no",2641,"yes","no",97,"no"
"7942",55,"management","married","tertiary","no",1267,"yes","no",82,"no"
"7943",26,"housemaid","single","secondary","no",229,"yes","no",60,"no"
"7944",53,"blue-collar","married","secondary","no",1103,"yes","yes",163,"no"
"7945",36,"management","married","tertiary","no",2609,"yes","no",141,"no"
"7946",54,"blue-collar","married","secondary","no",3782,"yes","no",211,"no"
"7947",39,"management","married","tertiary","no",568,"yes","yes",206,"no"
"7948",40,"blue-collar","married","primary","no",68,"yes","no",170,"no"
"7949",36,"management","married","secondary","no",80,"yes","no",251,"no"
"7950",32,"admin.","divorced","secondary","no",-417,"no","no",25,"no"
"7951",37,"technician","single","secondary","no",2544,"yes","no",120,"no"
"7952",54,"blue-collar","married","secondary","no",5210,"yes","yes",123,"no"
"7953",34,"blue-collar","married","primary","no",905,"yes","no",28,"no"
"7954",27,"blue-collar","married","primary","no",416,"yes","no",1193,"yes"
"7955",35,"blue-collar","single","tertiary","no",573,"no","no",116,"no"
"7956",37,"admin.","divorced","secondary","no",0,"yes","no",127,"no"
"7957",41,"blue-collar","single","secondary","no",304,"yes","no",395,"no"
"7958",38,"self-employed","married","secondary","no",-10,"no","no",137,"no"
"7959",49,"technician","married","secondary","no",6312,"yes","no",93,"no"
"7960",59,"management","married","primary","no",396,"yes","no",72,"no"
"7961",44,"services","married","secondary","no",26,"yes","no",119,"no"
"7962",37,"management","married","tertiary","no",34,"yes","no",100,"no"
"7963",34,"blue-collar","married","primary","no",147,"yes","no",80,"no"
"7964",58,"retired","married","secondary","no",25,"yes","no",132,"no"
"7965",39,"blue-collar","married","secondary","no",280,"yes","no",147,"no"
"7966",40,"technician","married","secondary","no",335,"yes","no",140,"no"
"7967",33,"technician","single","secondary","no",1994,"yes","no",57,"no"
"7968",43,"admin.","divorced","secondary","no",777,"yes","no",130,"no"
"7969",43,"entrepreneur","married","secondary","no",641,"yes","yes",251,"no"
"7970",36,"management","single","tertiary","yes",-559,"yes","no",71,"no"
"7971",31,"admin.","single","secondary","no",17,"yes","no",52,"no"
"7972",41,"services","married","secondary","no",-141,"yes","yes",243,"no"
"7973",47,"services","married","primary","no",1095,"no","yes",357,"no"
"7974",39,"management","married","tertiary","no",177,"yes","yes",243,"no"
"7975",56,"blue-collar","married","primary","no",186,"yes","no",108,"no"
"7976",50,"management","married","tertiary","no",332,"yes","no",68,"no"
"7977",42,"admin.","single","tertiary","no",519,"yes","no",150,"no"
"7978",48,"services","married","primary","yes",-583,"yes","no",25,"no"
"7979",29,"technician","married","secondary","no",1097,"yes","no",90,"no"
"7980",37,"blue-collar","married","primary","no",89,"yes","no",51,"no"
"7981",31,"technician","single","tertiary","no",-167,"yes","no",41,"no"
"7982",50,"blue-collar","divorced","secondary","no",571,"yes","no",88,"no"
"7983",36,"management","married","tertiary","no",596,"yes","no",372,"no"
"7984",27,"blue-collar","single","secondary","no",535,"yes","no",360,"no"
"7985",55,"technician","single","secondary","no",3339,"yes","no",63,"no"
"7986",39,"management","divorced","tertiary","no",2193,"yes","yes",550,"no"
"7987",48,"admin.","divorced","secondary","no",771,"yes","no",133,"no"
"7988",49,"technician","divorced","secondary","yes",-757,"yes","yes",68,"no"
"7989",30,"management","single","secondary","no",308,"yes","yes",175,"no"
"7990",53,"blue-collar","married","primary","no",256,"yes","no",202,"no"
"7991",31,"technician","single","tertiary","no",3729,"yes","no",192,"no"
"7992",43,"admin.","divorced","secondary","no",15511,"yes","no",484,"no"
"7993",43,"management","single","secondary","no",1029,"yes","no",145,"no"
"7994",48,"blue-collar","divorced","primary","no",323,"no","no",230,"no"
"7995",44,"entrepreneur","married","tertiary","no",307,"yes","no",338,"no"
"7996",39,"technician","married","secondary","no",1965,"yes","no",65,"no"
"7997",29,"entrepreneur","married","secondary","no",291,"yes","no",205,"no"
"7998",46,"blue-collar","married","primary","no",938,"yes","no",92,"no"
"7999",39,"management","married","tertiary","no",756,"yes","no",268,"no"
"8000",53,"blue-collar","married","primary","no",1942,"yes","no",185,"no"
"8001",40,"admin.","single","secondary","no",2378,"yes","no",65,"no"
"8002",52,"blue-collar","married","secondary","no",0,"no","no",163,"no"
"8003",48,"management","divorced","tertiary","no",5041,"yes","no",362,"no"
"8004",50,"management","married","secondary","no",628,"no","yes",367,"no"
"8005",49,"self-employed","married","secondary","no",294,"yes","no",230,"no"
"8006",34,"blue-collar","married","secondary","no",516,"yes","yes",26,"no"
"8007",33,"technician","single","secondary","no",-244,"yes","no",63,"no"
"8008",39,"management","married","tertiary","no",22,"yes","no",493,"no"
"8009",49,"entrepreneur","married","tertiary","no",18904,"yes","no",113,"no"
"8010",40,"blue-collar","married","primary","no",540,"yes","no",21,"no"
"8011",38,"technician","single","secondary","no",615,"yes","no",215,"no"
"8012",24,"management","single","secondary","no",86,"no","no",1075,"no"
"8013",39,"blue-collar","single","secondary","no",4143,"yes","yes",21,"no"
"8014",32,"blue-collar","married","secondary","no",14,"yes","no",171,"no"
"8015",39,"management","married","tertiary","no",2763,"yes","no",526,"yes"
"8016",31,"blue-collar","married","secondary","no",0,"yes","no",245,"no"
"8017",34,"admin.","married","primary","no",239,"yes","no",107,"no"
"8018",36,"services","married","secondary","no",2984,"yes","no",394,"yes"
"8019",46,"blue-collar","married","secondary","no",3696,"yes","no",161,"no"
"8020",59,"retired","divorced","tertiary","no",4,"yes","no",517,"no"
"8021",32,"management","single","secondary","no",249,"yes","no",258,"no"
"8022",41,"blue-collar","married","primary","no",143,"yes","yes",659,"yes"
"8023",31,"blue-collar","married","secondary","no",191,"yes","no",40,"no"
"8024",31,"blue-collar","married","secondary","no",1358,"yes","no",527,"no"
"8025",32,"management","single","unknown","no",3044,"yes","no",651,"no"
"8026",38,"blue-collar","single","secondary","no",4,"yes","no",129,"no"
"8027",36,"self-employed","single","tertiary","no",3560,"no","no",409,"no"
"8028",45,"technician","divorced","secondary","no",1309,"yes","no",144,"no"
"8029",35,"admin.","married","secondary","no",-488,"yes","no",97,"no"
"8030",35,"services","divorced","secondary","no",440,"yes","no",101,"no"
"8031",44,"services","married","secondary","no",808,"yes","no",67,"no"
"8032",39,"admin.","single","secondary","no",2854,"yes","no",64,"no"
"8033",36,"blue-collar","married","primary","no",1244,"yes","no",143,"no"
"8034",34,"technician","married","tertiary","no",691,"yes","yes",70,"no"
"8035",36,"services","married","primary","no",0,"yes","no",1036,"yes"
"8036",38,"entrepreneur","married","secondary","no",3249,"yes","no",384,"no"
"8037",45,"services","married","secondary","no",759,"yes","no",172,"no"
"8038",29,"management","single","tertiary","no",144,"yes","no",105,"no"
"8039",39,"services","divorced","secondary","no",892,"yes","no",26,"no"
"8040",32,"services","married","secondary","no",109,"yes","no",364,"no"
"8041",35,"housemaid","single","tertiary","no",608,"yes","yes",227,"no"
"8042",51,"admin.","married","secondary","no",1415,"yes","no",151,"no"
"8043",35,"blue-collar","married","secondary","no",314,"yes","no",464,"no"
"8044",57,"retired","married","primary","yes",-1480,"yes","no",319,"no"
"8045",32,"technician","married","secondary","no",0,"no","no",68,"no"
"8046",34,"admin.","married","secondary","no",3487,"yes","no",464,"no"
"8047",32,"entrepreneur","married","primary","no",56,"no","no",389,"no"
"8048",33,"technician","single","secondary","no",374,"yes","yes",185,"no"
"8049",38,"blue-collar","married","primary","no",451,"yes","no",128,"no"
"8050",37,"services","married","secondary","no",741,"yes","no",88,"no"
"8051",31,"unemployed","single","secondary","no",8,"yes","no",123,"no"
"8052",55,"retired","married","secondary","no",3948,"no","no",266,"no"
"8053",33,"blue-collar","single","secondary","no",231,"yes","no",466,"no"
"8054",31,"blue-collar","single","primary","no",859,"yes","no",80,"no"
"8055",39,"blue-collar","married","primary","no",1802,"yes","no",490,"no"
"8056",31,"blue-collar","married","primary","no",298,"yes","yes",232,"no"
"8057",42,"technician","married","secondary","no",3472,"yes","no",61,"no"
"8058",28,"admin.","single","secondary","no",1076,"yes","no",537,"no"
"8059",30,"management","married","tertiary","no",732,"yes","no",231,"no"
"8060",33,"management","divorced","secondary","no",1897,"yes","yes",197,"no"
"8061",50,"blue-collar","married","secondary","no",1985,"yes","no",464,"no"
"8062",36,"blue-collar","married","primary","no",1861,"yes","no",281,"no"
"8063",32,"management","single","tertiary","no",3237,"yes","no",447,"no"
"8064",36,"technician","single","secondary","no",1614,"yes","no",164,"no"
"8065",31,"blue-collar","married","secondary","no",-45,"yes","no",184,"no"
"8066",33,"services","married","secondary","no",847,"yes","no",127,"no"
"8067",35,"management","married","secondary","no",1825,"yes","no",42,"no"
"8068",29,"technician","married","secondary","no",493,"yes","yes",132,"no"
"8069",35,"blue-collar","married","secondary","no",80,"yes","yes",579,"no"
"8070",27,"self-employed","single","tertiary","no",1237,"yes","yes",535,"no"
"8071",31,"blue-collar","married","secondary","no",3659,"no","no",180,"no"
"8072",32,"management","single","tertiary","no",1834,"yes","no",159,"no"
"8073",44,"entrepreneur","divorced","secondary","no",-143,"yes","no",66,"no"
"8074",30,"blue-collar","married","secondary","no",360,"yes","yes",239,"no"
"8075",35,"technician","single","tertiary","no",1104,"yes","yes",95,"no"
"8076",38,"blue-collar","single","primary","no",522,"yes","no",156,"no"
"8077",38,"blue-collar","married","primary","no",6843,"no","no",89,"no"
"8078",37,"unemployed","single","secondary","no",756,"yes","no",74,"no"
"8079",39,"management","single","tertiary","no",1682,"yes","no",174,"no"
"8080",38,"management","single","tertiary","no",900,"yes","no",156,"no"
"8081",36,"blue-collar","married","secondary","no",426,"yes","no",59,"no"
"8082",51,"management","divorced","tertiary","no",6,"no","no",193,"no"
"8083",32,"technician","married","secondary","no",696,"yes","no",815,"yes"
"8084",32,"blue-collar","single","primary","no",2507,"yes","no",215,"no"
"8085",35,"services","married","secondary","no",152,"yes","no",563,"yes"
"8086",31,"entrepreneur","single","tertiary","no",247,"yes","yes",273,"no"
"8087",31,"admin.","single","tertiary","no",7505,"yes","yes",258,"no"
"8088",31,"blue-collar","single","secondary","no",4415,"yes","no",329,"no"
"8089",30,"blue-collar","married","primary","no",4,"yes","no",34,"no"
