"","median_house_value","longitude","latitude","housing_median_age","population","households","median_income","ocean_proximity","room.per.household","bedroom.per.room","household.size","id"
"2847",87000,-118.87,35.37,14,1352,411,3.5441,"INLAND",5.98053527980535,0.176159479251424,3.28953771289538,2864
"2848",67600,-118.91,35.37,32,2590,721,3.3462,"INLAND",5.71567267683773,0.183207959233196,3.59223300970874,2865
"2850",75700,-118.92,35.37,17,1746,640,2.4919,"INLAND",5.6078125,0.195319030370577,2.728125,2867
"2851",62800,-118.93,35.37,34,1558,421,2.6903,"INLAND",5.729216152019,0.184908789386401,3.70071258907363,2868
"2852",57600,-118.94,35.37,33,2352,704,2.0643,"INLAND",4.78977272727273,0.219750889679715,3.34090909090909,2869
"2853",59700,-118.94,35.37,23,790,230,1.8523,"INLAND",4.80869565217391,0.227848101265823,3.43478260869565,2870
"2854",61300,-118.95,35.37,34,1059,349,2.1588,"INLAND",4.79083094555874,0.214712918660287,3.03438395415473,2871
"2856",55400,-118.95,35.37,37,946,295,1.6728,"INLAND",5,0.221694915254237,3.20677966101695,2873
"2858",54300,-118.96,35.37,40,1026,337,1.365,"INLAND",4.7566765578635,0.233312538989395,3.04451038575668,2875
"2860",46800,-118.97,35.38,32,1483,297,1.625,"INLAND",4.58249158249158,0.266715650257164,4.99326599326599,2877
"2861",50000,-118.98,35.38,39,1182,355,1.0648,"INLAND",4.2169014084507,0.255845023380094,3.32957746478873,2878
"2862",48000,-118.97,35.38,42,1038,299,0.9951,"INLAND",3.96321070234114,0.30210970464135,3.47157190635451,2879
"2863",58000,-118.97,35.37,41,1781,543,1.8819,"INLAND",4.41252302025783,0.251252086811352,3.27992633517495,2880
"2865",51000,-118.99,35.38,26,1025,304,1.4024,"INLAND",4.33223684210526,0.283978739559605,3.37171052631579,2882
"2866",57500,-118.99,35.38,30,1116,298,1.3451,"INLAND",4.66442953020134,0.259712230215827,3.74496644295302,2883
"2867",49100,-118.98,35.39,22,1592,420,1.4146,"INLAND",4.31428571428571,0.252207505518764,3.79047619047619,2884
"2868",54800,-118.98,35.38,24,1460,410,1.4786,"INLAND",4.40731707317073,0.257332595462092,3.5609756097561,2885
"2869",50800,-118.98,35.38,34,795,228,1.625,"INLAND",4.47368421052632,0.242156862745098,3.48684210526316,2886
"2870",49400,-118.98,35.38,28,1193,273,0.8639,"INLAND",4.28937728937729,0.25533731853117,4.36996336996337,2887
"2871",48800,-118.99,35.39,39,1516,435,1.6009,"INLAND",5.12183908045977,0.24326750448833,3.48505747126437,2888
"2872",55400,-118.99,35.39,36,1054,341,1.8319,"INLAND",4.21700879765396,0.242002781641168,3.09090909090909,2889
"2873",70100,-118.99,35.39,52,1325,522,2.5083,"INLAND",5.3735632183908,0.20427807486631,2.53831417624521,2890
"2875",46900,-118.98,35.39,32,2375,684,1.2618,"INLAND",3.83040935672515,0.26030534351145,3.47222222222222,2892
"2878",58100,-118.99,35.37,38,743,222,1.7292,"INLAND",4.13513513513514,0.239651416122004,3.34684684684685,2895
"2880",42500,-118.97,35.37,52,380,97,1.4125,"INLAND",4.38144329896907,0.28,3.91752577319588,2897
"2881",57500,-119.01,35.38,44,274,86,1.1944,"INLAND",5.04651162790698,0.253456221198157,3.18604651162791,2898
"2882",67500,-119.01,35.38,52,158,26,1.075,"INLAND",4.38461538461539,0.228070175438596,6.07692307692308,2899
"2883",47500,-119.01,35.37,35,477,41,1.9125,"INLAND",2.92682926829268,0.291666666666667,11.6341463414634,2900
"2884",66000,-119.01,35.37,44,364,121,1.4779,"INLAND",4.90082644628099,0.229342327150084,3.00826446280992,2901
"2886",63800,-119.02,35.38,48,129,63,1.1875,"INLAND",5.49206349206349,0.265895953757225,2.04761904761905,2903
"2887",72500,-119.02,35.39,52,106,49,2.0455,"INLAND",3.89795918367347,0.272251308900524,2.16326530612245,2904
"2888",84400,-119.01,35.37,45,568,139,1.7321,"INLAND",4.52517985611511,0.227344992050874,4.0863309352518,2905
"2891",126600,-119.03,35.37,52,554,277,1.6786,"INLAND",5.42599277978339,0.244178310046574,2,2908
"2892",82700,-119.04,35.37,44,667,300,2.875,"INLAND",5.39333333333333,0.19159456118665,2.22333333333333,2909
"2893",118700,-119.03,35.39,28,1593,763,2.9821,"INLAND",5.91480996068152,0.169288721471305,2.08781127129751,2910
"2894",66900,-119.04,35.36,36,1051,411,1.8362,"INLAND",4.72506082725061,0.213182286302781,2.55717761557178,2911
"2895",84700,-119.05,35.36,30,2307,754,3.6548,"INLAND",6.14721485411141,0.17259978425027,3.05968169761273,2912
"2897",110700,-119.07,35.36,19,2155,831,4.6705,"INLAND",6.32250300842359,0.170156071564522,2.59326113116727,2914
"2898",123400,-119.08,35.36,12,2966,1092,4.5791,"INLAND",5.8992673992674,0.173238124805961,2.71611721611722,2915
"2901",81300,-119.03,35.36,41,977,388,3.9097,"INLAND",5.01030927835052,0.186728395061728,2.5180412371134,2918
"2902",69500,-119.04,35.36,40,771,306,3.0435,"INLAND",5.00980392156863,0.203522504892368,2.51960784313725,2919
"2904",61600,-119.02,35.37,44,1521,549,1.7213,"INLAND",4.89435336976321,0.230740602902866,2.77049180327869,2921
"2905",70000,-119.02,35.36,48,947,363,2.2827,"INLAND",5.0495867768595,0.216039279869067,2.60881542699725,2922
"2906",73700,-119.02,35.36,47,847,315,2.5062,"INLAND",5.17777777777778,0.208461066830166,2.68888888888889,2923
"2907",76800,-119.03,35.36,41,1342,595,1.9671,"INLAND",4.28739495798319,0.232849862798902,2.25546218487395,2924
"2908",57800,-119.01,35.37,38,1191,366,1.8801,"INLAND",4.65027322404372,0.223266745005875,3.25409836065574,2925
"2909",60700,-119.01,35.36,38,1203,373,1.6797,"INLAND",4.92761394101877,0.211099020674646,3.22520107238606,2926
"2910",57000,-119.01,35.36,36,1490,529,1.2157,"INLAND",5.02457466918715,0.235515425131678,2.81663516068053,2927
"2911",51600,-119.01,35.36,24,1277,435,1.056,"INLAND",4.46206896551724,0.249356002060793,2.93563218390805,2928
"2912",46700,-119.01,35.37,33,579,172,1.2469,"INLAND",4.77325581395349,0.220462850182704,3.36627906976744,2929
"2913",43600,-119,35.36,40,764,186,0.9407,"INLAND",4.56989247311828,0.267058823529412,4.10752688172043,2930
"2914",42500,-119,35.36,39,805,197,1.25,"INLAND",4.54822335025381,0.2421875,4.08629441624366,2931
"2915",48700,-119,35.35,35,992,284,1.4015,"INLAND",4.09859154929577,0.237972508591065,3.49295774647887,2932
"2916",48600,-119,35.36,35,1258,239,1.7375,"INLAND",4.27196652719665,0.274240940254652,5.26359832635983,2933
"2917",47100,-118.98,35.37,36,1223,329,0.9675,"INLAND",4.74772036474164,0.254801536491677,3.71732522796353,2934
"2919",42700,-118.98,35.36,15,1059,279,1.2617,"INLAND",5.31182795698925,0.228070175438596,3.79569892473118,2936
"2920",47800,-118.99,35.36,18,1210,344,1.1136,"INLAND",4.43023255813953,0.232283464566929,3.51744186046512,2937
"2921",49300,-118.99,35.36,31,1168,340,1.2232,"INLAND",4.40588235294118,0.239652870493992,3.43529411764706,2938
"2922",76200,-118.94,35.36,19,1823,500,3.1281,"INLAND",5.428,0.188651436993368,3.646,2939
"2925",54000,-118.96,35.36,35,1738,480,2.4848,"INLAND",4.76041666666667,0.217505470459519,3.62083333333333,2942
"2926",48900,-118.97,35.37,34,1156,315,1.7197,"INLAND",4.37777777777778,0.241479332849891,3.66984126984127,2943
"2927",46700,-118.97,35.36,31,1219,312,1.5743,"INLAND",4.54487179487179,0.215796897038082,3.90705128205128,2944
"2928",78700,-118.95,35.32,29,2007,541,3.2738,"INLAND",6.43253234750462,0.174712643678161,3.7097966728281,2945
"2929",33200,-118.98,35.35,21,511,124,1.7614,"INLAND",4,0.264112903225806,4.12096774193548,2946
"2930",49800,-118.99,35.35,27,1380,332,1.6632,"INLAND",4.8644578313253,0.219814241486068,4.1566265060241,2947
"2936",63700,-119.01,35.34,44,782,278,3.0208,"INLAND",6.22302158273381,0.198265895953757,2.81294964028777,2953
"2937",63300,-119.02,35.35,42,776,272,1.983,"INLAND",4.55514705882353,0.202582728006457,2.85294117647059,2954
"2938",57900,-119.01,35.35,39,366,132,1.9125,"INLAND",4.53030303030303,0.249163879598662,2.77272727272727,2955
"2942",73700,-119.03,35.35,34,695,275,2.6875,"INLAND",5.24,0.204024982650937,2.52727272727273,2959
"2943",73000,-119.04,35.35,31,817,307,2.5644,"INLAND",5.23452768729642,0.209085252022402,2.66123778501629,2960
"2945",69900,-119.06,35.35,20,4584,1953,2.575,"INLAND",4.78801843317972,0.22874558870709,2.34715821812596,2962
"2946",175000,-119.05,35.34,14,1933,912,2.6637,"INLAND",3.92543859649123,0.274860335195531,2.11951754385965,2963
"2947",87200,-119.05,35.33,18,7009,2552,2.9438,"INLAND",4.97923197492163,0.211300857794916,2.74647335423197,2964
"2948",106200,-119.05,35.34,17,1204,423,4.0529,"INLAND",5.64302600472813,0.183074989526602,2.84633569739953,2965
"2950",134100,-119.07,35.34,16,1667,724,4.8839,"INLAND",5.8024861878453,0.187098309926208,2.3024861878453,2967
"2952",131000,-119.1,35.35,5,1916,870,4.0327,"INLAND",5.28390804597701,0.232978029149445,2.20229885057471,2969
"2953",245800,-119.08,35.34,18,1580,540,10.5941,"INLAND",7.53703703703704,0.125798525798526,2.92592592592593,2970
"2955",224100,-119.09,35.35,14,842,265,8.5325,"INLAND",7.97358490566038,0.121154756270705,3.17735849056604,2972
"2956",118500,-119.08,35.34,16,768,236,5.4449,"INLAND",6.50423728813559,0.155048859934853,3.25423728813559,2973
"2957",130100,-119.08,35.34,15,768,238,4.1528,"INLAND",6.19327731092437,0.159430122116689,3.22689075630252,2974
"2958",170300,-119.1,35.33,4,3121,902,6.759,"INLAND",7.36141906873614,0.135240963855422,3.46008869179601,2975
"2959",106300,-119.08,35.32,8,5696,2100,5.0012,"INLAND",5.52809523809524,0.184425876475149,2.71238095238095,2976
"2961",70700,-119.06,35.32,15,2355,757,3.569,"INLAND",5.21003963011889,0.189148073022312,3.110964332893,2978
"2962",100700,-119.07,35.33,13,4870,1797,3.406,"INLAND",5.02337228714524,0.210590450869613,2.71007234279354,2979
"2963",82800,-119.06,35.33,14,3278,1049,3.8117,"INLAND",5.01811248808389,0.202127659574468,3.12488083889418,2980
"2965",84700,-119.02,35.33,26,2072,827,2.1553,"INLAND",4.46311970979444,0.223787591438635,2.50544135429262,2982
"2973",56500,-119.02,35.34,35,1145,343,1.5357,"INLAND",4.81049562682216,0.236363636363636,3.33819241982507,2990
"2974",59500,-118.99,35.32,35,870,282,1.6575,"INLAND",5.5886524822695,0.256979695431472,3.08510638297872,2991
"2975",56200,-118.99,35.3,33,1461,405,2.9402,"INLAND",5.55061728395062,0.193060498220641,3.60740740740741,2992
"2976",53300,-119,35.31,37,767,273,1.6522,"INLAND",4.8974358974359,0.205684367988033,2.80952380952381,2993
"2977",109800,-119.09,35.3,3,1353,495,3.6852,"INLAND",5.6989898989899,0.183977313009571,2.73333333333333,2994
"2980",92700,-119.04,35.31,11,1267,388,4.1957,"INLAND",5.56958762886598,0.171679777880611,3.26546391752577,2997
"2982",82600,-119.02,35.32,14,1821,561,3.3529,"INLAND",5.2174688057041,0.200888281516912,3.24598930481283,2999
"2983",88200,-119.05,35.3,9,6241,1906,4.0631,"INLAND",5.67785939139559,0.184254296802809,3.27439664218258,3000
"2985",81600,-119.02,35.3,10,4611,1310,3.6369,"INLAND",5.64656488549618,0.185075030417737,3.51984732824427,3002
"2986",70000,-119.01,35.32,23,2717,928,2.596,"INLAND",5.24784482758621,0.198151950718686,2.92780172413793,3003
"2988",80900,-119.01,35.3,7,4893,1520,3.9054,"INLAND",5.65526315789474,0.185784085621219,3.21907894736842,3005
"2989",97900,-119.07,35.27,25,1830,591,2.5804,"INLAND",5.21319796954315,0.206101914962674,3.09644670050761,3006
"2990",118200,-119.13,35.22,5,3269,980,5.1457,"INLAND",6.39591836734694,0.160019144862795,3.33571428571429,3007
"2991",65000,-119.01,35.24,6,66,21,3.125,"INLAND",3.80952380952381,0.2,3.14285714285714,3008
"2993",91700,-118.99,35.24,40,213,71,2.35,"INLAND",3.97183098591549,0.209219858156028,3,3010
"2995",113900,-118.93,34.82,24,323,136,3.5,"INLAND",5.92647058823529,0.208436724565757,2.375,3012
"2998",168400,-119.15,34.83,6,2006,736,4.5724,"INLAND",11.8654891304348,0.183213099736631,2.72554347826087,3015
"3000",128300,-118.93,34.82,8,229,84,4.0332,"INLAND",6.04761904761905,0.218503937007874,2.72619047619048,3017
"3001",52100,-119.4,35.06,21,1250,440,2.9187,"INLAND",5.02954545454545,0.2069588793493,2.84090909090909,3018
"3005",37500,-119.48,35.17,36,39,18,3.125,"INLAND",6.44444444444444,0.172413793103448,2.16666666666667,3022
"3006",52900,-119.45,35.16,34,1783,608,2.3912,"INLAND",5.65296052631579,0.202502182135583,2.93256578947368,3023
"3007",50800,-119.46,35.17,40,1998,773,2.8323,"INLAND",5.38680465717982,0.195004803073967,2.58473479948254,3024
"3008",45800,-119.46,35.14,30,1565,584,2.5313,"INLAND",5.03938356164384,0.214571788187611,2.67979452054795,3025
"3009",88300,-119.47,35.14,19,1973,702,3.9929,"INLAND",5.96866096866097,0.164677804295943,2.81054131054131,3026
"3010",75400,-119.45,35.15,33,2293,919,3.1592,"INLAND",5.49510337323177,0.190891089108911,2.49510337323177,3027
"3011",26600,-119.45,35.13,34,808,294,2.3013,"INLAND",4.89795918367347,0.214583333333333,2.74829931972789,3028
"3012",26900,-119.46,35.13,46,1423,482,2.1955,"INLAND",5.69502074688797,0.197814207650273,2.95228215767635,3029
"3016",96900,-119.12,35.41,12,3018,917,4.4561,"INLAND",6.0948745910578,0.168366434066917,3.29116684841876,3033
"3017",88900,-119.11,35.39,22,451,170,3.25,"INLAND",5.78823529411765,0.178861788617886,2.65294117647059,3034
"3018",94300,-119.12,35.39,13,552,187,4.5903,"INLAND",6.75935828877005,0.159810126582278,2.95187165775401,3035
"3023",146200,-119.12,35.37,13,2170,671,4.8266,"INLAND",6.74664679582712,0.157499447757897,3.23397913561848,3040
"3025",37500,-119.28,35.52,36,573,134,2.2321,"INLAND",5.86567164179105,0.246819338422392,4.27611940298507,3042
"3026",65400,-119.27,35.49,39,1815,547,2.3533,"INLAND",4.84277879341865,0.21593053982635,3.3180987202925,3043
"3028",61100,-119.27,35.5,34,796,319,2.8269,"INLAND",4.28526645768025,0.24067300658376,2.49529780564263,3045
"3031",58600,-119.28,35.5,28,3260,738,1.6944,"INLAND",4.210027100271,0.251689732861281,4.41734417344173,3048
"3032",52100,-119.27,35.5,21,1315,450,1.7105,"INLAND",4.82444444444444,0.222478120681713,2.92222222222222,3049
"3033",64600,-119.38,35.49,34,1506,403,2.2071,"INLAND",5.71712158808933,0.189670138888889,3.73697270471464,3050
"3034",58800,-119.34,35.6,16,1011,268,2.4961,"INLAND",5.91044776119403,0.195075757575758,3.77238805970149,3051
"3037",71900,-119.34,35.59,33,1809,616,2.3934,"INLAND",5.25974025974026,0.201851851851852,2.93668831168831,3054
"3038",59000,-119.34,35.6,33,1732,509,1.9362,"INLAND",4.21021611001965,0.227718152123192,3.40275049115914,3055
"3039",60500,-119.33,35.6,32,2682,675,1.4619,"INLAND",4.00444444444444,0.252682204957455,3.97333333333333,3056
"3040",71800,-119.35,35.59,14,1497,457,3.176,"INLAND",5.94967177242888,0.184626700993012,3.27571115973742,3057
"3041",54100,-119.33,35.59,20,2645,676,1.7868,"INLAND",4.56360946745562,0.223987034035656,3.91272189349112,3058
"3043",80000,-119.77,35.65,21,1647,415,2.6066,"INLAND",5.79036144578313,0.200998751560549,3.96867469879518,3060
"3045",59800,-119.29,35.76,15,3500,768,2.1295,"INLAND",5.12760416666667,0.200355510411376,4.55729166666667,3062
"3046",83300,-119.19,35.64,29,902,205,2.6726,"INLAND",7.2,0.149051490514905,4.4,3063
"3047",58500,-119.24,35.68,21,1539,388,2.5208,"INLAND",4.85824742268041,0.211140583554377,3.96649484536082,3064
"3048",55200,-119.22,35.68,16,3078,651,1.8843,"INLAND",4.4147465437788,0.235560194850383,4.72811059907834,3065
"3049",54700,-119.24,35.67,32,2639,709,2.0025,"INLAND",4.53596614950635,0.233208955223881,3.72214386459803,3066
"3051",56500,-119.25,35.77,35,1449,398,1.6786,"INLAND",4.06532663316583,0.233621755253399,3.64070351758794,3068
"3053",52100,-119.25,35.75,36,1658,417,1.517,"INLAND",3.83213429256595,0.277221526908636,3.97601918465228,3070
"3055",69900,-119.25,35.78,35,1371,414,2.2981,"INLAND",4.65458937198068,0.200311364815776,3.31159420289855,3072
"3056",67200,-119.23,35.78,8,1230,330,2.1806,"INLAND",4.88484848484848,0.212779156327543,3.72727272727273,3073
"3057",62100,-119.23,35.79,31,2467,600,2.3125,"INLAND",4.77,0.211740041928721,4.11166666666667,3074
"3058",67800,-119.24,35.77,28,1764,514,1.7813,"INLAND",3.37937743190661,0.299942429476108,3.43190661478599,3075
"3062",216400,-118.92,35.47,6,664,254,6.2885,"INLAND",6.90944881889764,0.15954415954416,2.61417322834646,3079
"3065",92300,-118.31,35.74,18,799,335,1.8419,"INLAND",6.94626865671642,0.275891706059304,2.38507462686567,3082
"3066",67500,-118.06,35.68,15,730,321,2.25,"INLAND",6.11214953271028,0.205402650356779,2.27414330218069,3083
"3067",96000,-118.44,35.75,23,1097,493,2.6288,"INLAND",6.42190669371197,0.221099178774479,2.22515212981744,3084
"3068",81200,-118.47,35.72,18,1366,690,2.0694,"INLAND",6.88985507246377,0.226125368111064,1.97971014492754,3085
"3069",101400,-118.5,35.7,18,986,522,1.5957,"INLAND",6.32758620689655,0.246442627914018,1.88888888888889,3086
"3070",94600,-118.87,35.65,33,584,223,3.4792,"INLAND",6.74439461883408,0.216090425531915,2.61883408071749,3088
"3071",59400,-118.23,35.48,17,775,380,1.8369,"INLAND",6.19473684210526,0.218351741716228,2.03947368421053,3089
"3072",72500,-118.33,35.64,15,1007,465,1.5667,"INLAND",6.37849462365591,0.225556304787593,2.16559139784946,3090
"3073",96900,-118.41,35.63,15,2310,1001,2.3125,"INLAND",5.9010989010989,0.212798374809548,2.30769230769231,3091
"3075",68500,-118.47,35.64,17,927,427,1.3023,"INLAND",5.26463700234192,0.237989323843416,2.17096018735363,3093
"3079",55000,-117.73,35.73,35,1870,432,3.625,"INLAND",6.75,0.203703703703704,4.3287037037037,3097
"3080",42100,-117.66,35.63,33,1155,431,2.0441,"INLAND",5.98375870069606,0.218689414501745,2.67981438515081,3098
"3081",72000,-117.67,35.65,18,1128,533,2.8,"INLAND",5.13508442776735,0.215199123127512,2.11632270168856,3099
"3082",81900,-117.68,35.65,15,1245,513,3.3269,"INLAND",5.26510721247563,0.213254350240652,2.42690058479532,3100
"3084",109400,-117.7,35.64,8,1154,399,5.8625,"INLAND",6.72431077694236,0.155050316809542,2.8922305764411,3102
"3085",95700,-117.68,35.64,15,1408,586,5.2043,"INLAND",5.55119453924915,0.176145096833692,2.40273037542662,3103
"3087",63500,-117.67,35.63,32,1613,706,3.0687,"INLAND",5.18555240793201,0.214968587817536,2.28470254957507,3105
"3088",105300,-117.68,35.63,18,1777,661,6.0653,"INLAND",6.55673222390318,0.147900323027227,2.68835098335855,3106
"3089",109000,-117.69,35.63,5,1335,428,5.5773,"INLAND",7.36214953271028,0.152967311964456,3.11915887850467,3107
"3090",71900,-117.7,35.62,18,1426,483,3.5931,"INLAND",5.50103519668737,0.186676703048551,2.95238095238095,3108
"3091",84500,-117.68,35.61,9,1929,742,3.5988,"INLAND",5.71563342318059,0.196180146191936,2.59973045822102,3109
"3092",102800,-117.68,35.6,12,765,281,6.0532,"INLAND",5.97153024911032,0.143623361144219,2.72241992882562,3110
"3093",70200,-117.7,35.6,16,1473,487,3.858,"INLAND",5.49897330595483,0.180358476474981,3.02464065708419,3111
"3094",52400,-117.68,35.62,30,1481,581,2.1458,"INLAND",5.15318416523236,0.24749498997996,2.54905335628227,3112
"3095",83200,-117.64,35.61,10,1349,501,4.25,"INLAND",5.30139720558882,0.190512048192771,2.69261477045908,3113
"3096",85700,-117.66,35.62,11,2728,1072,4.15,"INLAND",5.5009328358209,0.192979481092081,2.54477611940298,3114
"3097",87200,-117.66,35.61,5,2623,862,4.8494,"INLAND",6.65313225058005,0.162510897994769,3.04292343387471,3115
"3098",91700,-117.66,35.6,14,850,317,2.5812,"INLAND",5.48895899053628,0.224712643678161,2.6813880126183,3116
"3101",54300,-117.81,35.65,19,598,261,1.8984,"INLAND",4.30651340996169,0.258007117437722,2.2911877394636,3119
"3105",50800,-117.84,35.35,28,858,371,1.9962,"INLAND",5.15633423180593,0.25405122843701,2.31266846361186,3123
"3107",71800,-117.82,35.03,30,1347,467,3.3693,"INLAND",5.47109207708779,0.199608610567515,2.88436830835118,3125
"3113",141700,-117.95,35.08,1,32,15,4.875,"INLAND",5.53333333333333,0.180722891566265,2.13333333333333,3131
"3115",87800,-117.99,35.16,15,960,370,2.875,"INLAND",5.89189189189189,0.190825688073395,2.59459459459459,3133
"3116",91700,-118.27,34.92,20,422,159,2.9583,"INLAND",5.49056603773585,0.200458190148912,2.65408805031447,3134
"3118",54900,-117.68,35.03,28,1644,570,3.4338,"INLAND",5.20877192982456,0.218255304816437,2.88421052631579,3136
"3119",64400,-117.68,34.99,33,853,272,4.2292,"INLAND",5.84191176470588,0.193203272498427,3.13602941176471,3137
"3120",39800,-117.65,35,36,672,241,1.9107,"INLAND",4.91286307053942,0.266891891891892,2.78838174273859,3138
"3123",111100,-118.19,34.87,2,923,338,5.0553,"INLAND",6.22189349112426,0.184973846885402,2.73076923076923,3141
"3125",73300,-118.15,35.06,15,569,263,2.0441,"INLAND",4.06463878326996,0.27689429373246,2.16349809885932,3143
"3126",68900,-118.16,35.05,44,776,278,2.5875,"INLAND",4.66546762589928,0.236700077101002,2.79136690647482,3144
